BOF FOUO 00000000 20140504 0000500 0000089
127615131||L2EA4||A|Z1|20131220|20141220|20140122|20131224|Entity 427 Legal Business Name||||Entity 427 Address Line 1||DULUTH|MN|55807|1854|USA|08|19590313|1231||||2L|MN|USA|0002|A8~V2|||0000||0000||Y||Entity 427 Mailing Address Line 1||DULUTH|55807|1854|USA|MN|SAM||MERICA|Entity 427 POC TITLE|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|203||5555555555|something@sam.gov|SAM||MERICA|Entity 427 POC Title|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|201||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA|Entity 427 POC Title|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|201||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||||SAM||MERICA|Entity 427 POC Title|5555555555|201||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
129913885||OCZ80||A|Z2|20131220|20141220|20140122|20131226|Entity 412 Legal Business Name||||Entity 412 Address Line 1||BESSEMER|AL|35022|7238|USA|06|20120701|1231||93||2K|AL|USA|0008|27~2X~8W~A2~A5~LJ~QF~VW||541512|0004|541512Y~541513Y~541519E~541611Y|0005|D302~D306~D307~D311~D316|N||Entity 412 Mailing Address Line 1||BESSEMER|35022|7238|USA|AL|SAM||MERICA|Entity 412 POC TITLE|Entity 412 Address Line 1||BESSEMER|35022||USA|AL|5555555555||||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 412 POC Title|Entity 412 Address Line 1||BESSEMER|35022||USA|AL|5555555555||||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20120715|D|Entity 412 D&B Monitoring Legal Business Name||Entity 412 Address Line 1||BESSEMER|350227238|USA|AL|N|||||||||||||||3|20000|SAM||MERICA|Entity 412 POC Title|5555555555||||something@sam.gov|||||||||||||||||0001|541519YY  |N||0000||0000|||0001|ANY|||||||||||||||||||||||||||||||||||||||||!end
135453634||U4QD9||A|Z1|20120822|20141030|20140122|20131030|Entity 336 Legal Business Name||Entity 336 Company Division Name||Entity 336 Address Line 1||SUMMERVILLE|GA|30747|2013|USA|14|19580702|0630||||2A|||0003|12~C7~V2|||0000||0000||Y||Entity 336 Mailing Address Line 1||SUMMERVILLE|30747|2013|USA|GA|SAM||MERICA|Entity 336 POC TITLE|Entity 336 Address Line 1||SUMMERVILLE|30747|2013|USA|GA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 336 POC Title|Entity 336 Address Line 1||SUMMERVILLE|30747|2013|USA|GA|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||Entity 336 HQ Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA||Entity 336 Domestic Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA||Entity 336 Global Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA|||||||||||||N|||||||||||||||||SAM|A|MERICA|Entity 336 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
135453634|0001|S9VQ0||A|Z2|20040405|20140805|20140122|20130805|Entity 172 Legal Business Name|Entity 172 DBA Name|||Entity 172 Address Line 1||ANCHORAGE|AK|99503|5927|USA|00|20040205|1231||||2L|AK|USA|0006|05~27~2X~LJ~NB~VW||541191|0008|236220Y~238210Y~238910Y~493110Y~541191Y~541611Y~541614Y~541690Y|0000||N||Entity 172 Mailing Address Line 1|Entity 172 Mailing Address Line 2|ANCHORAGE|99503||USA|AK|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 172 Address Line 1||ANCHORAGE|99503||USA|AK|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||Entity 172 HQ Parent Name|145186289|Entity 172 Address Line 1||ANCHORAGE|995035927|USA|AK||Entity 172 Domestic Parent Name|145186289|Entity 172 Address Line 1||ANCHORAGE|995035927|USA|AK|5555555555|Entity 172 Global Parent Name|145186289|Entity 172 Address Line 1||ANCHORAGE|995035927|USA|AK||Y|20100420|T|Entity 172 D&B Monitoring Legal Business Name|Entity 172 D&B Monitoring DBA Name|Entity 172 Address Line 1||ANCHORAGE|995011968|USA|AK|N|||||||||||||||34|5114202|SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0001|A620150705|0001|BL^10000000^25000000^0^0||0000||||||||||||||||||||||||||||||||||||||||||!end
137151292||4RU2R||A|Z2|20120822|20140829|20140122|20130829|Entity 399 Legal Business Name||||Entity 399 Address Line 1||HARLOW||CM202DU||GBR||20040929|0401|||www.entity399.com|2K||GBR|0002|2X~VW||423690|0010|334412Y~334413Y~335314Y~335999Y~423610Y~423620Y~423690Y~425110Y~425120Y~443142Y|0009|3670~5935~5962~5963~5998~5999~6130~AC64~AC66|Y||Entity 399 Mailing Address Line 1|Entity 399 Mailing Address Line 2|HARLOW|CM202DU||GBR||SAM||MERICA||Entity 399 Address Line 1|Entity 399 Address Line 2|HARLOW|CM202DU||GBR|ESSEX|5555555555||5555-55555555555||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA||Entity 399 Address Line 1|Entity 399 Address Line 2|HARLOW|CM202DU||GBR|ESSEX|5555555555||5555-55555555555||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||5|1500000|SAM||MERICA|Entity 399 POC Title|5555555555||5555-55555555555||something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
137761556||G3NW8||A|Z2|20030326|20140205|20140122|20130205|Entity 247 Legal Business Name||||Entity 247 Address Line 1||WILMINGTON|NC|28401|8407|USA|07|19910207|1231|||www.entity247.com|2L|NC|USA|0008|23~27~2X~8W~A2~PI~VW~XS||236220|0019|236115Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~524291Y~541199Y~541310Y~541330E~541350Y~541618Y~541990Y~561499Y~611430Y|0010|C1AA~C1AB~C1AZ~C1BE~C1CA~C1DA~C1EB~C1EZ~C1JZ~C1LB|N||Entity 247 Mailing Address Line 1||WILMINGTON|28402|2582|USA|NC|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20111117|D|Entity 247 D&B Monitoring Legal Business Name||Entity 247 Address Line 1||WILMINGTON|284018407|USA|NC|N|||||||||||||||5|1981315|SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0002|237990YY  ~541330YYYY|N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
137871124||93K63||A|Z2|20140108|20150108|20140122|20140110|Entity 495 Legal Business Name||||Entity 495 Address Line 1||LEWIS CENTER|OH|43035|8297|USA|12|20050610|1231|||www.entity495.com|2L|OH|USA|0006|23~27~2X~QZ~VW~XS||541511|0005|541330E~541511Y~541512Y~541519E~541612Y|0014|D300~D301~D302~D303~D304~D305~D306~D307~D308~D311~D313~D315~D318~D321|N||Entity 495 Mailing Address Line 1||LEWIS CENTER|43035|8297|USA|OH|SAM||MERICA|Entity 495 POC TITLE|Entity 495 Address Line 1||LEWIS CENTER|43035||USA|OH|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 495 POC Title|Entity 495 Address Line 1||LEWIS CENTER|43035||USA|OH|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||20|2500000|SAM||MERICA|Entity 495 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0002|541330YYYY~541519YY  |N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
142628644||LU707||A|Z1|20100209|20140919|20140122|20130919|Entity 101 Legal Business Name||||Entity 101 Address Line 1||GROSSE TETE|LA|70740|3333|USA|06|19760714|1231||||2A|||0005|12~C8~H2~UD~V2|||0000||0000||N||Entity 101 Mailing Address Line 1||GROSSE TETE|70740|0098|USA|LA|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740||USA|LA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20091008|D|Entity 101 D&B Monitoring Legal Business Name||Entity 101 Address Line 1||GROSSE TETE|707403333|USA|LA|N|||||||||||||||||SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
142762936||2EF8R||A|Z2|20050913|20140528|20140122|20130528|Entity 214 Legal Business Name||||Entity 214 Address Line 1||PHILADELPHIA|PA|19107|1722|USA|01|19911101|1231|||www.entity214.com|2L|PA|USA|0002|2X~VW||238990|0001|238990Y|0000||Y||Entity 214 Mailing Address Line 1||PHILADELPHIA|19107|1722|USA|PA|SAM||MERICA|Entity 214 POC TITLE|Entity 214 Address Line 1||PHILADELPHIA|19107||USA|PA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 214 Address Line 1||PHILADELPHIA|19107||USA|PA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA|Entity 214 POC Title|Entity 214 Address Line 1||PHILADELPHIA|19107||USA|PA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 214 Address Line 1||PHILADELPHIA|19107||USA|PA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20120112|U|Entity 214 D&B Monitoring Legal Business Name||Entity 214 Address Line 1||PHILADELPHIA|191071722|USA|PA|N|||||||||||||||5|1500000|SAM||MERICA|Entity 214 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0001|LS^5^1500000^0^0||0000||||||||||||||||||||||||||||||||||||||||||!end
143875869||J2624||A|Z2|20040521|20140523|20140122|20130523|Entity 162 Legal Business Name||||Entity 162 Address Line 1||GAINESVILLE|FL|32606|6966|USA|03|20040319|1231||||2L|DE|USA|0003|2X~LJ~VW||511210|0007|511210N~541511N~541512N~611420N~611430N~611519E~611710N|0000||Y||Entity 162 Mailing Address Line 1|Entity 162 Mailing Address Line 2|GAINESVILLE|32606|6966|USA|FL|SAM||MERICA||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|SAM||||Entity 162 Address Line 1||MOUNTAIN VIEW|94043|1355|USA|CA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|SAM||||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||831445908|Entity 162 Address Line 1||SAN FRANCISCO|94111450||CA|||848332354|Entity 162 Address Line 1||SAN FRANCISCO|94111455||CA|||848332354|Entity 162 Address Line 1||SAN FRANCISCO|94111455||CA||Y|20120619|U|Entity 162 D&B Monitoring Legal Business Name||Entity 162 Address Line 1||GAINESVILLE|326066966|USA|FL|N|||||||||||||||1000|97574825|SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0001|611519NN  |N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
